name,position,b,t,class,school,division,state,hometown,stats_link
Garrett Hawkins,RHP,R,R,Sophomore,University of British Columbia,NAIA,BC,"Biggar, Saskatchewan",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=179299&reportName=BA_PP_B_GBG_BAT
Mitchell Haywood,C,L,R,Sophomore,CCBC Essex,JUCO: Division 2,MD,"Pickering, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div2/players/mitchellhaywoodn38y?view=profile
Reece Helland,RHP,,,Sophomore,Monterey Peninsula College,California CC,CA,"Moose Jaw, Saskatchewan",https://www.cccaasports.org/sports/bsb/2020-21/players/reecehelland8yd7?view=profile
Carson Heroux,LHP,L,L,Sophomore,Lake Region State,JUCO: Division 2,ND,"Thunder Bay, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div2/players/carsonherouxmsiq?view=profile
Connor Hicks,C,R,R,Sophomore,Mineral Area,JUCO: Division 1,MO,"Toronto, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div1/players/connorhicks2bi1?view=profile
Adam Hill,RHP,R,R,Sophomore,Jefferson (MO),JUCO: Division 1,MO,"Toronto, Ontario",https://stats.njcaa.org/sports/bsb/2020-21/div1/players/adamhillqllo?view=profile
Jackson Hogg,OF,R,R,Sophomore,Marian University,NAIA,IN,"Surrey, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1717&plr=195232
Nathan Holmes,RHP,R,R,Sophomore,University of Texas at Tyler,NCAA: Division 2,TX,"Mississauga, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=30028&stats_player_seq=2475927&year_stat_category_id=14841
Tim Holyk,IF,R,R,Sophomore,Miles,JUCO: Division 2,MT,"Nanaimo, British Columbia",https://stats.njcaa.org/sports/bsb/2020-21/div2/players/timholykzn7s?view=profile
Steven Hospital,RHP,R,R,Sophomore,Niagara University,NCAA: Division 1,NY,"Oakville, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=482&stats_player_seq=2303537&year_stat_category_id=14841
Brandon Hupe,OF,R,R,Sophomore,University of British Columbia,NAIA,BC,"Vancouver, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=175120
Adam Inouye,SS,R,R,Sophomore,Academy of Art University,NCAA: Division 2,CA,"Vancouver, British Colombia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30123&stats_player_seq=2504503
Cole Jackson,C,R,R,Sophomore,Southwest Baptist University,NCAA: Division 2,MO,"Thorsby, Alberta",
Hunter James,IF,L,R,Sophomore,University of Northwestern Ohio,NAIA,OH,"Stratford, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=17744&plr=198806
Tylor Jans,RHP,,,Sophomore,University of Louisiana at Monroe,NCAA: Division 1,LA,"Edmonton, Alberta",https://stats.ncaa.org/player/index?id=15580&org_id=498&stats_player_seq=2468616&year_stat_category_id=14841
Antoine Jean,LHP,R,L,Sophomore,University of Alabama,NCAA: Division 1,AL,"Montreal, Quebec",https://stats.ncaa.org/player/index?id=15580&org_id=8&stats_player_seq=2303257&year_stat_category_id=14841
Jayden Jeminson,OF,,,Sophomore,Tompkins Cortland,JUCO: Division 3,NY,"Brampton, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div3/players/jaydenjeminsondm7n?view=profile
Sam Jewiss,IF/UTL,,,Sophomore,Corning,JUCO: Division 3,NY,"Toronto, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div3/players/samjewissfvyv?view=profile
Kian Johnston,1B/OF,R,R,Sophomore,Eastern New Mexico University,NCAA: Division 2,NM,"Fruitvale, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=206&stats_player_seq=2472517
Ben Jones,IF,R,R,Sophomore,Mineral Area,JUCO: Division 1,MO,"Toronto, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div1/players/benjones6srx?view=profile
Joseph Karall,RHP,R,R,Sophomore,Southeast Missouri State University,NCAA: Division 1,MO,"St. Albert, Alberta",https://stats.ncaa.org/player/index?id=15580&org_id=654&stats_player_seq=2488379&year_stat_category_id=14841
Jason Kauffeldt,OF,,,Sophomore,Houghton College,NCAA: Division 3,NY,"Oshawa, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30160&stats_player_seq=2342358
Trent King,LHP,L,L,Sophomore,Allegany Maryland,JUCO: Division 2,MD,"Surrey Province, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div2/players/trentkingf0ac?view=profile
Kareem Kobrosli,LHP,,,Sophomore,Georgia Gwinnett College,NAIA,GA,"Windsor, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18986&plr=194727&reportName=BA_PP_P_GBG_DAN_PITCHING
Deric LaMontagne,INF,,,Sophomore,Lamar University,NCAA: Division 1,TX,"Beloeil, Quebec",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=346&stats_player_seq=2475379
Shane Laforest,RHP,R,R,Sophomore,University of British Columbia,NAIA,BC,"Belle River, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=178977&reportName=BA_PP_B_GBG_BAT
Stephane Lagasse,OF,R,R,Sophomore,Bemidji State University,NCAA: Division 2,MN,"Winnipeg, Manitoba",
Nathan Landry,LHP,L,L,Sophomore,Mineral Area,JUCO: Division 1,MO,Quebec,https://www.njcaa.org/sports/bsb/2020-21/div1/players/nathanlandryddkc?view=profile
Josh Laukkanen,RHP,R,R,Sophomore,New Mexico State University,NCAA: Division 1,NM,"Nanaimo, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=472&stats_player_seq=2476090&year_stat_category_id=14841
Marshall Leishman,LHP,L,L,Sophomore,Lake Michigan,JUCO: Division 2,MI,Toronto,https://www.njcaa.org/sports/bsb/2020-21/div2/players/marshallleishmano05z?view=profile
Kyle Lev,RHP,R,R,Sophomore,Siena College,NCAA: Division 1,NY,"Mississauga, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=639&stats_player_seq=2304843&year_stat_category_id=14841
Gavin Logan,C,L,R,Sophomore,Oregon State University,NCAA: Division 1,OR,"Oyen, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=528&stats_player_seq=2468770
Brendan Logan,RHP,R,R,Sophomore,University of British Columbia,NAIA,BC,"Oyen, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=179301&reportName=BA_PP_B_GBG_BAT
Max Lojko,RHP,R,R,Sophomore,Lourdes University,NAIA,OH,"Barrie, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18711&plr=169877&reportName=BA_PP_P_GBG_DAN_PITCHING
Noah London,OF,R,R,Sophomore,University of Northwestern Ohio,NAIA,OH,"Toronto, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=17744&plr=169616
Clayton Loranger,OF,R,L,Sophomore,Stephen F. Austin State University,NCAA: Division 1,TX,"Sherwood Park, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=676&stats_player_seq=2477979
Chris Louie,OF,R,R,Sophomore,Dawson,JUCO: Division 2,MT,Calgary,https://stats.njcaa.org/sports/bsb/2020-21/div2/players/chrislouierlnf?view=profile
Marshal Luiz,C,,,Sophomore,Jackson State University,NCAA: Division 1,MS,"Surrey, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=314&stats_player_seq=2137308
Caleb Lumbard,C,,,Sophomore,Texas Wesleyan University,NAIA,TX,Regina,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1787&plr=196434
Jaret Lupton,INF,S,R,Sophomore,Lake Region State,JUCO: Division 2,ND,Paris,https://stats.njcaa.org/sports/bsb/2020-21/div2/players/jaretlupton9fvv?view=profile
Reece Lysack,C,R,R,Sophomore,Bismarck State,JUCO: Division 2,ND,"Regina, Saskatchewan",https://www.njcaa.org/sports/bsb/2020-21/div2/players/reecelysackrq7g?view=profile
Jordan MacDonald,1B,L,R,Sophomore,American International College,NCAA: Division 2,MA,"Fredericton, New Brunswick",
Mason MacLeod,RHP,R,R,Sophomore,Itasca,JUCO: Division 3,MN,"Winnipeg, Manitoba",https://stats.njcaa.org/sports/bsb/2020-21/div3/players/masonmacleodnlnu?view=profile
Evan Magill,C,L,R,Sophomore,Monroe CC,JUCO: Division 2,NY,"Ajax, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div2/players/evanmagilljaif?view=profile
Jacob Mahoney,C,R,R,Sophomore,Lake Michigan,JUCO: Division 2,MI,Toronto,https://www.njcaa.org/sports/bsb/2020-21/div2/players/jacobmahoneytl1b?view=profile
Keith Manby,RHP/INF,R,R,Sophomore,Miles,JUCO: Division 2,MT,"White Rock, British Columbia",https://stats.njcaa.org/sports/bsb/2020-21/div2/players/keithmanbym2b3?view=profile
Keaton Mandryk,RHP,R,R,Sophomore,Southwest Baptist University,NCAA: Division 2,MO,"Kelowna, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=2755&stats_player_seq=2495983&year_stat_category_id=14841
Anthony Marcano,INF,R,R,Sophomore,Campbellsville University,NAIA,KY,"Montreal, Quebec",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1641&plr=199074
Weston Markle,RHP,,,Sophomore,Indiana Tech,NAIA,IN,Hamilton,
Leo Markotic,INF/OF,R,R,Sophomore,"Texas A&M University, Corpus Christi",NCAA: Division 1,TX,Toronto,https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=26172&stats_player_seq=2492952
Jack Marlin,OF/C,R,R,Sophomore,Midway University,NAIA,KY,Alberta,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=20739&plr=198485
Daniel Martin,OF,,,Sophomore,Yavapai,JUCO: Division 1,AZ,"Langley, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/danielmartinuela?view=profile
Josh Martinez,RHP/OF,R,R,Sophomore,La Sierra University,NAIA,CA,"Winnipeg, Manitoba","http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=15602&plr=199520,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=15602&plr=199520&reportName=BA_PP_P_GBG_DAN_PITCHING"
Noah Matsubara,OF,R,R,Sophomore,University of Jamestown,NAIA,ND,"Okotoks, Alberta",
Brogan McDougall,RHP,R,R,Sophomore,Douglas,NW Athletic Conference,BC,"White Rock, British Columbia",https://nwacsports.com/sports/bsb/2020-21/players/broganmcdougallr7kr?view=profile
Riley McErlean,C/RHP,R,R,Sophomore,The College of Wooster,NCAA: Division 3,OH,Toronto,"https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=807&stats_player_seq=2320126,https://stats.ncaa.org/player/index?id=15580&org_id=807&stats_player_seq=2320126&year_stat_category_id=14841"
Ryan McFarland,RHP,R,R,Sophomore,Pratt,JUCO: Division 1,KS,"Calgary, Alberta",https://www.njcaa.org/sports/bsb/2020-21/div2/players/ryanmcfarlandy5ls?view=profile
Kayne McGee,IF,R,R,Sophomore,West Liberty University,NCAA: Division 2,WV,"Mississippi Mills, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1438&stats_player_seq=2499918
Davis McMillan,OF,,,Sophomore,Houghton College,NCAA: Division 3,NY,"Oshawa, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=30160&stats_player_seq=2509522
Tyler McWillie,RHP/1B,R,R,Sophomore,Colby,JUCO: Division 1,KS,"Waltrous, Saskatchewan",https://www.njcaa.org/sports/bsb/2020-21/div1/players/tylermcwilliew8xb?view=profile
Daniel Mercandelli,RHP,R,R,Sophomore,Lake Region State,JUCO: Division 2,ND,"Cranbrook, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div2/players/danielmercandelliil4r?view=profile
Alexander Mio,LHP,L,L,Sophomore,Southeastern,JUCO: Division 2,IA,"Windsor, Ontario",https://stats.njcaa.org/sports/bsb/2020-21/div2/players/alexandermio3v5r?view=profile
James Mitchell,C/UTIL,L,R,Sophomore,Douglas,NW Athletic Conference,BC,"Surrey, British Columbia",https://nwacsports.com/sports/bsb/2020-21/players/jamesmitchelllcmg?view=profile
Ben Mitchell,OF,R,R,Sophomore,University of British Columbia,NAIA,BC,"Pickering, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=178927
Dom Morea,1B,L,R,Sophomore,Tabor College,NAIA,KS,"Barrie, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1783&plr=195275
Noah Murphy-Sealy,1B,R,R,Sophomore,Iowa Lakes,JUCO: Division 2,IA,"Aurora, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div2/players/noahmurphysealyt7n6?view=profile
Owen Napieralski,C,R,R,Sophomore,"Louisiana State University, Shreveport",NAIA,LA,"Delta, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1710&plr=171311
Kyle Nash,RHP,R,R,Sophomore,D'Youville College,NCAA: Division 2,NY,"Ancaster, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=1059&stats_player_seq=2331348&year_stat_category_id=14841
Dawson Neal,C/CIF,L,R,Sophomore,Southeastern Illinois,JUCO: Division 1,IL,"Victoria, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/dawsonnealqvhu?view=profile
Logan Newman,OF,L,L,Sophomore,Douglas,NW Athletic Conference,BC,"Delta, British Columbia",https://nwacsports.com/sports/bsb/2020-21/players/logannewmanx0b3?view=profile
Garrett Nicholson,LHP,,,Sophomore,Minot State University,NCAA: Division 2,ND,"Sydney Mines, Nova Scotia",https://stats.ncaa.org/player/index?id=15580&org_id=30125&stats_player_seq=1978745&year_stat_category_id=14841
Robert Nickell,"C,INF",L,R,Sophomore,Lake Region State,JUCO: Division 2,ND,"Cranbrook, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div2/players/robertnickell0iy9?view=profile
Shane Nixon,IF,R,R,Sophomore,University of Central Oklahoma,NCAA: Division 2,OK,"Markham, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1009&stats_player_seq=2510362
Matthew Nolin,LHP,L,L,Sophomore,Oakland University,NCAA: Division 1,MI,"Mississauga, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=514&stats_player_seq=2318982&year_stat_category_id=14841
Ryan O'Halloran,IF,R,R,Sophomore,Orange Coast College,California CC,CA,St. Martin Secondary School,https://www.cccaasports.org/sports/bsb/2020-21/players/ryanohalloran8zln?view=profile
Tyler Offman,1B,L,L,Sophomore,New York University,NCAA: Division 3,NY,"Thornhill, Ontario",
Ryan Olchoway,RHP,R,R,Sophomore,Northwestern State University,NCAA: Division 1,LA,"Saskatoon, Saskatchewan",
Justin Olic,LHP,L,L,Sophomore,Douglas,NW Athletic Conference,BC,"Surrey, British Columbia",
Zach Olson,OF,R,R,Sophomore,Colby,JUCO: Division 1,KS,"Red Deer, Alberta",https://stats.njcaa.org/sports/bsb/2020-21/div1/players/zacholsonaxcd?view=profile
Noah Or,C,R,R,Sophomore,University of British Columbia,NAIA,BC,"Richmond, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=175121
Bryce Oriold,RHP,R,R,Sophomore,Clarke University,NAIA,IA,"Lethbridge, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=8289&plr=196696&reportName=BA_PP_P_GBG_DAN_PITCHING
Alex Pallottini,C,R,R,Sophomore,Lourdes University,NAIA,OH,"Burlington, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18711&plr=169878
Damiano Palmegiani,INF,R,R,Sophomore,Southern Nevada,JUCO: Division 1,NV,"Surrey, British Columbia",https://stats.njcaa.org/sports/bsb/2020-21/div1/players/damianopalmegianixw11?view=profile
Remi Patry,UTL,R,R,Sophomore,Oklahoma Wesleyan University,NAIA,OK,"Ange- Gardian, Quebec",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1749&plr=196043
Jordan Peck,LHP/OF,L,L,Sophomore,Northwest Missouri State University,NCAA: Division 2,MO,"Winnipeg, Manitoba",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=507&stats_player_seq=2126963
Ty Penner,IF,L,R,Sophomore,University of British Columbia,NAIA,BC,"Lethbridge, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=175119
Noah Penney,C,R,R,Sophomore,Tiffin University,NCAA: Division 2,OH,"Sherwood Park, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=1403&stats_player_seq=2131202
Dayton Peters,OF,R,R,Sophomore,Mineral Area,JUCO: Division 1,MO,"Abbotsford, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/daytonpeters3r8n?view=profile
Tristan Peters,OF,,,Sophomore,Southern Illinois University at Carbondale,NCAA: Division 1,IL,"Winkler, Manitoba",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=659&stats_player_seq=2467320
Victor Plaz,INF,,,Sophomore,Clarendon,JUCO: Division 1,TX,"Montreal, Quebec",https://www.njcaa.org/sports/bsb/2020-21/div1/players/victorplazblz5?view=profile
Zane Pollon,LHP,L,L,Sophomore,Mount Marty College,NAIA,SD,Saskatchewan,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1733&plr=195908&reportName=BA_PP_P_GBG_DAN_PITCHING
Max Poole,RHP,R,R,Sophomore,Mars Hill University,NCAA: Division 2,NC,Fort McMurray,https://stats.ncaa.org/player/index?id=15580&org_id=1199&stats_player_seq=2117366&year_stat_category_id=14841
Anthony Quirion,INF,R,R,Sophomore,Lamar University,NCAA: Division 1,TX,"Dixville, Quebec",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=346&stats_player_seq=2122760
Dawson Rempel,RHP,R,R,Sophomore,Dakota,JUCO: Division 2,ND,"Altona, Manitoba",https://www.njcaa.org/sports/bsb/2020-21/div2/players/dawsonrempelotim?view=profile
David Rhodes,RHP/DH,L,R,Sophomore,University of Washington,NCAA: Division 1,WA,"White Rock, British Columbia","https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=756&stats_player_seq=2137862,https://stats.ncaa.org/player/index?id=15580&org_id=756&stats_player_seq=2137862&year_stat_category_id=14841"
Steven Sanders,P,,,Sophomore,University of Charleston,NCAA: Division 2,WV,"Kitchener, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=1013&stats_player_seq=2137026&year_stat_category_id=14841
Parker Savard,INF,R,R,Sophomore,St. Cloud State University,NCAA: Division 2,MN,"Hanmer, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=598&stats_player_seq=2508525
Edouard Savoie,C/MIF,R,R,Sophomore,Northeastern Oklahoma A&M,JUCO: Division 1,OK,"Saint Eustache, Quebec",https://stats.njcaa.org/sports/bsb/2020-21/div1/players/edouardsavoiei07v?view=profile
Wyatt Schnorr,C/OF,R,R,Sophomore,University of British Columbia,NAIA,BC,"Vancouver, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=178926
Nathan Scragg,MIF,R,R,Sophomore,Dawson,JUCO: Division 2,MT,Ontario,https://www.njcaa.org/sports/bsb/2020-21/div2/players/nathanscraggsj5b?view=profile
Kye Seitz,1B,L,R,Sophomore,Bellevue,NW Athletic Conference,WA,"Okotoks, Alberta",https://nwacsports.com/sports/bsb/2020-21/players/kyeseitzzsey?view=profile
Daniel Sereda,LHP,L,L,Sophomore,University of British Columbia,NAIA,BC,"Vancouver, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=178979&reportName=BA_PP_B_GBG_BAT
Neftaly Severino-Cronier,RHP,R,R,Sophomore,University of Evansville,NCAA: Division 1,IN,"Boisbriand, Quebec",https://stats.ncaa.org/player/index?id=15580&org_id=219&stats_player_seq=2347409&year_stat_category_id=14841
MacGregor Sharpe,C/OF,R,R,Sophomore,Bemidji State University,NCAA: Division 2,MN,"North Vancouver, British Columbia",
Nathan Shute,C,L,R,Sophomore,University of British Columbia,NAIA,BC,"Oakville, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=180635
Jesse Simpson,RHP,,,Sophomore,Shorter University,NCAA: Division 2,GA,Victoria BC,https://stats.ncaa.org/player/index?id=15580&org_id=30151&stats_player_seq=2460840&year_stat_category_id=14841
Tyler Small,SS,L,R,Sophomore,Northeastern Oklahoma A&M,JUCO: Division 1,OK,"Mississaugo, Ontario",https://www.njcaa.org/sports/bsb/2020-21/div1/players/tylersmallvjjj?view=profile
Tahj Smith,RHP,R,R,Sophomore,Lourdes University,NAIA,OH,"Brampton, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=18711&plr=180711&reportName=BA_PP_P_GBG_DAN_PITCHING
Connor Sparks,RHP,R,R,Sophomore,University of British Columbia,NAIA,BC,"Saskatoon, Saskatchewan",
Marcus Strother,C,R,R,Sophomore,University of Toledo,NCAA: Division 1,OH,"Kelowna, British Columbia",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=709&stats_player_seq=2491582
Zachary Swanson,RHP,R,R,Sophomore,Park University Gilbert,NAIA,AZ,"Victoria, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=21378&plr=194529&reportName=BA_PP_P_GBG_DAN_PITCHING
Matthew Taubensee,LHP,,,Sophomore,Lake-Sumter State,JUCO: Division 1,FL,"Winter Garden, Florida / Toronto, Ontario",https://stats.njcaa.org/sports/bsb/2020-21/div1/players/matthewtaubenseeh2yq?view=profile
Colton Taylor,RHP,,,Sophomore,Frank Phillips,JUCO: Division 1,TX,Amherstburg,https://www.njcaa.org/sports/bsb/2020-21/div1/players/coltontaylorr9fh?view=profile
Quinn Tocheniuk,RHP,R,R,Sophomore,Pratt,JUCO: Division 1,KS,"Okotoks, Alberta",https://www.njcaa.org/sports/bsb/2020-21/div1/players/quinntocheniukzx4c?view=profile
Louis-Christophe Turcotte,IF,R,R,Sophomore,Dakota,JUCO: Division 2,ND,"Montreal, Que.",https://www.njcaa.org/sports/bsb/2020-21/div2/players/louischristopheturcottea2t8?view=profile
Luke Turino,INF,L,R,Sophomore,Georgetown College,NAIA,KY,Toronto,http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1676&plr=194811
Cole Van Every,RHP,R,R,Sophomore,Southwest Baptist University,NCAA: Division 2,MO,"West Kelowna, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=2755&stats_player_seq=2128263&year_stat_category_id=14841
Torrin Vaselenak,IF,R,R,Sophomore,"University of Arkansas, Monticello",NCAA: Division 2,AR,"Coaldale, Alberta",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=8411&stats_player_seq=2302171
Tony Vavaroutsos,OF,L,L,Sophomore,Shippensburg University,NCAA: Division 2,PA,"Toronto, Ontario",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=638&stats_player_seq=2141566
Martin Vincelli-Simard,INF,R,R,Sophomore,Sacramento State University,NCAA: Division 1,CA,"Boisbriand, Quebec",https://stats.ncaa.org/player/game_by_game?game_sport_year_ctl_id=15580&org_id=102&stats_player_seq=2121749
Liam Vulcano,IF,R,R,Sophomore,University of British Columbia,NAIA,BC,"Surrey, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1799&plr=175115
Stephen Wade,LHP,L,L,Sophomore,Eastern Oregon University,NAIA,OR,"Victoria, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1664&plr=197143&reportName=BA_PP_P_GBG_DAN_PITCHING
David Walling,OF,R,R,Sophomore,Siena Heights University,NAIA,MI,"Mississauga, Ontario",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1773&plr=199052
Matthew Watson,RHP,R,R,Sophomore,Biola University,NCAA: Division 2,CA,"Vancouver, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=30220&stats_player_seq=2519385&year_stat_category_id=14841
Jonah Weisner,INF,L,R,Sophomore,Allen County,JUCO: Division 1,KS,"Mission, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/jonahweisnerxqf3?view=profile
Reese Whelen,C,R,R,Sophomore,Goshen College,NAIA,IN,"Medicine Hat, Alberta",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1678&plr=184510
Matt Wiggins,RHP,L,R,Sophomore,Niagara University,NCAA: Division 1,NY,"Merrickville, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=482&stats_player_seq=2303531&year_stat_category_id=14841
Hayden Wilcox,RHP,L,R,Sophomore,Wheeling Jesuit University,NCAA: Division 2,WV,"Victoria, British Columbia",https://stats.ncaa.org/player/index?id=15580&org_id=12799&stats_player_seq=2466746&year_stat_category_id=14841
Brady Wilson,RHP/INF,,,Sophomore,Lassen College,California CC,CA,"Calgary, Alberta",
Dion Wintjes,C/INF,R,R,Sophomore,Marian University,NAIA,IN,"Vancouver, British Columbia",http://www.dakstats.com/WebSync/Pages/Team/IndividualStats.aspx?association=10&sg=MBA&sea=NAIMBA_2021&team=1717&plr=195229
Sam Worthen,RHP,R,R,Sophomore,Wilson College,NCAA: Division 3,PA,"Guelph, Ontario",https://stats.ncaa.org/player/index?id=15580&org_id=12973&stats_player_seq=2334421&year_stat_category_id=14841
Taisei Yahiro,LHP,,,Sophomore,Yavapai,JUCO: Division 1,AZ,"Abbotsford, British Columbia",https://www.njcaa.org/sports/bsb/2020-21/div1/players/taiseiyahirox4sy?view=profile
